Data,DataExcel,Regiao,Classe,Consumo,Consumidores
19900101,32874,Centro-Oeste,Comercial,138203.0,0
19900101,32874,Centro-Oeste,Industrial,151652.0,0
19900101,32874,Centro-Oeste,Outros,123037.0,259143
19900101,32874,Centro-Oeste,Residencial,248024.0,1460579
19900101,32874,Centro-Oeste,Rural,25402.0,0
19900101,32874,Nordeste,Comercial,280679.0,0
19900101,32874,Nordeste,Industrial,1438683.0,0
19900101,32874,Nordeste,Outros,290105.0,817835
19900101,32874,Nordeste,Residencial,566019.0,5572164
19900101,32874,Nordeste,Rural,63890.0,0
19900101,32874,Norte,Comercial,85442.0,0
19900101,32874,Norte,Industrial,351751.0,0
19900101,32874,Norte,Outros,76184.0,141442
19900101,32874,Norte,Residencial,163004.0,993114
19900101,32874,Norte,Rural,2185.0,0
19900101,32874,Sudeste,Comercial,1254734.0,0
19900101,32874,Sudeste,Industrial,5409947.0,0
19900101,32874,Sudeste,Outros,1031561.0,2019678
19900101,32874,Sudeste,Residencial,2500005.0,13376813
19900101,32874,Sudeste,Rural,190774.0,0
19900101,32874,Sul,Comercial,304754.0,0
19900101,32874,Sul,Industrial,930643.0,0
19900101,32874,Sul,Outros,264579.0,1129392
19900101,32874,Sul,Residencial,612428.0,4030985
19900101,32874,Sul,Rural,277633.0,0
19900201,32905,Centro-Oeste,Comercial,130067.0,0
19900201,32905,Centro-Oeste,Industrial,149379.0,0
19900201,32905,Centro-Oeste,Outros,119209.0,258316
19900201,32905,Centro-Oeste,Residencial,244703.0,1465770
19900201,32905,Centro-Oeste,Rural,27112.0,0
19900201,32905,Nordeste,Comercial,270086.0,0
19900201,32905,Nordeste,Industrial,1369742.0,0
19900201,32905,Nordeste,Outros,286353.0,817209
19900201,32905,Nordeste,Residencial,518847.0,5594454
19900201,32905,Nordeste,Rural,71754.0,0
19900201,32905,Norte,Comercial,76292.0,0
19900201,32905,Norte,Industrial,326951.0,0
19900201,32905,Norte,Outros,74600.0,141843
19900201,32905,Norte,Residencial,149733.0,998492
19900201,32905,Norte,Rural,2139.0,0
19900201,32905,Sudeste,Comercial,1298389.0,0
19900201,32905,Sudeste,Industrial,5753866.0,0
19900201,32905,Sudeste,Outros,1046210.0,2017321
19900201,32905,Sudeste,Residencial,2371661.0,13403036
19900201,32905,Sudeste,Rural,221846.0,0
19900201,32905,Sul,Comercial,309646.0,0
19900201,32905,Sul,Industrial,981418.0,0
19900201,32905,Sul,Outros,245274.0,1129983
19900201,32905,Sul,Residencial,608063.0,4042580
19900201,32905,Sul,Rural,267248.0,0
19900301,32933,Centro-Oeste,Comercial,134975.0,0
19900301,32933,Centro-Oeste,Industrial,155573.0,0
19900301,32933,Centro-Oeste,Outros,127673.0,259483
19900301,32933,Centro-Oeste,Residencial,243969.0,1475481
19900301,32933,Centro-Oeste,Rural,28082.0,0
19900301,32933,Nordeste,Comercial,272809.0,0
19900301,32933,Nordeste,Industrial,1417702.0,0
19900301,32933,Nordeste,Outros,289516.0,823152
19900301,32933,Nordeste,Residencial,553939.0,5612836
19900301,32933,Nordeste,Rural,62465.0,0
19900301,32933,Norte,Comercial,78552.0,0
19900301,32933,Norte,Industrial,359228.0,0
19900301,32933,Norte,Outros,76894.0,142454
19900301,32933,Norte,Residencial,152192.0,1005968
19900301,32933,Norte,Rural,2188.0,0
19900301,32933,Sudeste,Comercial,1244053.0,0
19900301,32933,Sudeste,Industrial,5234751.0,0
19900301,32933,Sudeste,Outros,985698.0,2024278
19900301,32933,Sudeste,Residencial,2423992.0,13441337
19900301,32933,Sudeste,Rural,215880.0,0
19900301,32933,Sul,Comercial,302765.0,0
19900301,32933,Sul,Industrial,981995.0,0
19900301,32933,Sul,Outros,263130.0,1132856
19900301,32933,Sul,Residencial,586826.0,4055557
19900301,32933,Sul,Rural,242460.0,0
19900401,32964,Centro-Oeste,Comercial,141564.0,0
19900401,32964,Centro-Oeste,Industrial,139153.0,0
19900401,32964,Centro-Oeste,Outros,121885.0,260672
19900401,32964,Centro-Oeste,Residencial,259352.0,1483452
19900401,32964,Centro-Oeste,Rural,28714.0,0
19900401,32964,Nordeste,Comercial,274594.0,0
19900401,32964,Nordeste,Industrial,1297595.0,0
19900401,32964,Nordeste,Outros,294547.0,824528
19900401,32964,Nordeste,Residencial,562839.0,5631611
19900401,32964,Nordeste,Rural,69410.0,0
19900401,32964,Norte,Comercial,80971.0,0
19900401,32964,Norte,Industrial,346063.0,0
19900401,32964,Norte,Outros,74755.0,142725
19900401,32964,Norte,Residencial,157252.0,1011773
19900401,32964,Norte,Rural,2059.0,0
19900401,32964,Sudeste,Comercial,1312755.0,0
19900401,32964,Sudeste,Industrial,5276486.0,0
19900401,32964,Sudeste,Outros,1088060.0,2030865
19900401,32964,Sudeste,Residencial,2526604.0,13450688
19900401,32964,Sudeste,Rural,228458.0,0
19900401,32964,Sul,Comercial,304219.0,0
19900401,32964,Sul,Industrial,907732.0,0
19900401,32964,Sul,Outros,254085.0,1134871
19900401,32964,Sul,Residencial,608436.0,4068734
19900401,32964,Sul,Rural,198433.0,0
19900501,32994,Centro-Oeste,Comercial,138187.0,0
19900501,32994,Centro-Oeste,Industrial,142916.0,0
19900501,32994,Centro-Oeste,Outros,124839.0,259997
19900501,32994,Centro-Oeste,Residencial,245287.0,1489903
19900501,32994,Centro-Oeste,Rural,29308.0,0
19900501,32994,Nordeste,Comercial,270970.0,0
19900501,32994,Nordeste,Industrial,1279665.0,0
19900501,32994,Nordeste,Outros,296284.0,824264
19900501,32994,Nordeste,Residencial,567827.0,5649877
19900501,32994,Nordeste,Rural,71958.0,0
19900501,32994,Norte,Comercial,82812.0,0
19900501,32994,Norte,Industrial,366454.0,0
19900501,32994,Norte,Outros,76545.0,139643
19900501,32994,Norte,Residencial,160030.0,999408
19900501,32994,Norte,Rural,2180.0,0
19900501,32994,Sudeste,Comercial,1166781.0,0
19900501,32994,Sudeste,Industrial,4401605.0,0
19900501,32994,Sudeste,Outros,1048030.0,2034138
19900501,32994,Sudeste,Residencial,2370683.0,13496769
19900501,32994,Sudeste,Rural,229819.0,0
19900501,32994,Sul,Comercial,271786.0,0
19900501,32994,Sul,Industrial,957695.0,0
19900501,32994,Sul,Outros,253547.0,1136843
19900501,32994,Sul,Residencial,590995.0,4074602
19900501,32994,Sul,Rural,180476.0,0
19900601,33025,Centro-Oeste,Comercial,127830.0,0
19900601,33025,Centro-Oeste,Industrial,160312.0,0
19900601,33025,Centro-Oeste,Outros,123124.0,269498
19900601,33025,Centro-Oeste,Residencial,243887.0,1514178
19900601,33025,Centro-Oeste,Rural,33153.0,0
19900601,33025,Nordeste,Comercial,269605.0,0
19900601,33025,Nordeste,Industrial,1291163.0,0
19900601,33025,Nordeste,Outros,295930.0,828220
19900601,33025,Nordeste,Residencial,560104.0,5664293
19900601,33025,Nordeste,Rural,68580.0,0
19900601,33025,Norte,Comercial,80022.0,0
19900601,33025,Norte,Industrial,371822.0,0
19900601,33025,Norte,Outros,77911.0,142422
19900601,33025,Norte,Residencial,162013.0,1024672
19900601,33025,Norte,Rural,2127.0,0
19900601,33025,Sudeste,Comercial,1191211.0,0
19900601,33025,Sudeste,Industrial,5150906.0,0
19900601,33025,Sudeste,Outros,1044144.0,2043049
19900601,33025,Sudeste,Residencial,2359856.0,13516796
19900601,33025,Sudeste,Rural,253968.0,0
19900601,33025,Sul,Comercial,270005.0,0
19900601,33025,Sul,Industrial,1025929.0,0
19900601,33025,Sul,Outros,254141.0,1143900
19900601,33025,Sul,Residencial,608146.0,4089682
19900601,33025,Sul,Rural,173369.0,0
19900701,33055,Centro-Oeste,Comercial,121072.0,0
19900701,33055,Centro-Oeste,Industrial,169557.0,0
19900701,33055,Centro-Oeste,Outros,120538.0,268426
19900701,33055,Centro-Oeste,Residencial,240341.0,1496970
19900701,33055,Centro-Oeste,Rural,36690.0,0
19900701,33055,Nordeste,Comercial,257507.0,0
19900701,33055,Nordeste,Industrial,1369674.0,0
19900701,33055,Nordeste,Outros,301616.0,831546
19900701,33055,Nordeste,Residencial,534662.0,5680807
19900701,33055,Nordeste,Rural,78699.0,0
19900701,33055,Norte,Comercial,82176.0,0
19900701,33055,Norte,Industrial,406529.0,0
19900701,33055,Norte,Outros,77643.0,143737
19900701,33055,Norte,Residencial,159460.0,1032833
19900701,33055,Norte,Rural,2325.0,0
19900701,33055,Sudeste,Comercial,1054535.0,0
19900701,33055,Sudeste,Industrial,5156569.0,0
19900701,33055,Sudeste,Outros,1017791.0,2047583
19900701,33055,Sudeste,Residencial,2189992.0,13503367
19900701,33055,Sudeste,Rural,262330.0,0
19900701,33055,Sul,Comercial,259083.0,0
19900701,33055,Sul,Industrial,1053178.0,0
19900701,33055,Sul,Outros,248703.0,1152491
19900701,33055,Sul,Residencial,591553.0,4100792
19900701,33055,Sul,Rural,167074.0,0
19900801,33086,Centro-Oeste,Comercial,125705.0,0
19900801,33086,Centro-Oeste,Industrial,177907.0,0
19900801,33086,Centro-Oeste,Outros,116885.0,267573
19900801,33086,Centro-Oeste,Residencial,245165.0,1510330
19900801,33086,Centro-Oeste,Rural,40527.0,0
19900801,33086,Nordeste,Comercial,252232.0,0
19900801,33086,Nordeste,Industrial,1437658.0,0
19900801,33086,Nordeste,Outros,291925.0,837548
19900801,33086,Nordeste,Residencial,531293.0,5703469
19900801,33086,Nordeste,Rural,99131.0,0
19900801,33086,Norte,Comercial,85297.0,0
19900801,33086,Norte,Industrial,426945.0,0
19900801,33086,Norte,Outros,80320.0,145213
19900801,33086,Norte,Residencial,164605.0,1037547
19900801,33086,Norte,Rural,2410.0,0
19900801,33086,Sudeste,Comercial,1106935.0,0
19900801,33086,Sudeste,Industrial,5521235.0,0
19900801,33086,Sudeste,Outros,1038328.0,2062254
19900801,33086,Sudeste,Residencial,2325909.0,13540678
19900801,33086,Sudeste,Rural,276169.0,0
19900801,33086,Sul,Comercial,271129.0,0
19900801,33086,Sul,Industrial,1089787.0,0
19900801,33086,Sul,Outros,266032.0,1159024
19900801,33086,Sul,Residencial,605665.0,4114164
19900801,33086,Sul,Rural,171105.0,0
19900901,33117,Centro-Oeste,Comercial,132799.0,0
19900901,33117,Centro-Oeste,Industrial,164003.0,0
19900901,33117,Centro-Oeste,Outros,120299.0,271523
19900901,33117,Centro-Oeste,Residencial,269618.0,1523768
19900901,33117,Centro-Oeste,Rural,36515.0,0
19900901,33117,Nordeste,Comercial,268738.0,0
19900901,33117,Nordeste,Industrial,1432778.0,0
19900901,33117,Nordeste,Outros,297683.0,842153
19900901,33117,Nordeste,Residencial,574704.0,5726908
19900901,33117,Nordeste,Rural,86477.0,0
19900901,33117,Norte,Comercial,89302.0,0
19900901,33117,Norte,Industrial,418875.0,0
19900901,33117,Norte,Outros,86806.0,145470
19900901,33117,Norte,Residencial,175242.0,1045982
19900901,33117,Norte,Rural,2431.0,0
19900901,33117,Sudeste,Comercial,1171945.0,0
19900901,33117,Sudeste,Industrial,6045078.0,0
19900901,33117,Sudeste,Outros,1064961.0,2067921
19900901,33117,Sudeste,Residencial,2460268.0,13576929
19900901,33117,Sudeste,Rural,274427.0,0
19900901,33117,Sul,Comercial,271071.0,0
19900901,33117,Sul,Industrial,1035844.0,0
19900901,33117,Sul,Outros,261612.0,1166498
19900901,33117,Sul,Residencial,621411.0,4128673
19900901,33117,Sul,Rural,171308.0,0
19901001,33147,Centro-Oeste,Comercial,133730.0,0
19901001,33147,Centro-Oeste,Industrial,161980.0,0
19901001,33147,Centro-Oeste,Outros,123971.0,277130
19901001,33147,Centro-Oeste,Residencial,266975.0,1550495
19901001,33147,Centro-Oeste,Rural,34018.0,0
19901001,33147,Nordeste,Comercial,267353.0,0
19901001,33147,Nordeste,Industrial,1501511.0,0
19901001,33147,Nordeste,Outros,306723.0,844909
19901001,33147,Nordeste,Residencial,555282.0,5746971
19901001,33147,Nordeste,Rural,74024.0,0
19901001,33147,Norte,Comercial,87537.0,0
19901001,33147,Norte,Industrial,454509.0,0
19901001,33147,Norte,Outros,82212.0,146209
19901001,33147,Norte,Residencial,175635.0,1054290
19901001,33147,Norte,Rural,2425.0,0
19901001,33147,Sudeste,Comercial,1151431.0,0
19901001,33147,Sudeste,Industrial,5405552.0,0
19901001,33147,Sudeste,Outros,1010047.0,2081818
19901001,33147,Sudeste,Residencial,2522748.0,13660009
19901001,33147,Sudeste,Rural,261405.0,0
19901001,33147,Sul,Comercial,275279.0,0
19901001,33147,Sul,Industrial,1015306.0,0
19901001,33147,Sul,Outros,264504.0,1174852
19901001,33147,Sul,Residencial,618425.0,4141412
19901001,33147,Sul,Rural,173604.0,0
19901101,33178,Centro-Oeste,Comercial,140660.0,0
19901101,33178,Centro-Oeste,Industrial,158250.0,0
19901101,33178,Centro-Oeste,Outros,128017.0,277956
19901101,33178,Centro-Oeste,Residencial,274634.0,1561728
19901101,33178,Centro-Oeste,Rural,32468.0,0
19901101,33178,Nordeste,Comercial,272785.0,0
19901101,33178,Nordeste,Industrial,1547875.0,0
19901101,33178,Nordeste,Outros,309192.0,848896
19901101,33178,Nordeste,Residencial,597952.0,5767980
19901101,33178,Nordeste,Rural,92614.0,0
19901101,33178,Norte,Comercial,89612.0,0
19901101,33178,Norte,Industrial,474432.0,0
19901101,33178,Norte,Outros,83843.0,147448
19901101,33178,Norte,Residencial,189714.0,1062256
19901101,33178,Norte,Rural,2683.0,0
19901101,33178,Sudeste,Comercial,1269620.0,0
19901101,33178,Sudeste,Industrial,5792340.0,0
19901101,33178,Sudeste,Outros,1080661.0,2094215
19901101,33178,Sudeste,Residencial,2601978.0,13735446
19901101,33178,Sudeste,Rural,258681.0,0
19901101,33178,Sul,Comercial,296731.0,0
19901101,33178,Sul,Industrial,979056.0,0
19901101,33178,Sul,Outros,270422.0,1179207
19901101,33178,Sul,Residencial,628853.0,4155018
19901101,33178,Sul,Rural,180451.0,0
19901201,33208,Centro-Oeste,Comercial,139078.0,0
19901201,33208,Centro-Oeste,Industrial,137614.0,0
19901201,33208,Centro-Oeste,Outros,129831.0,280278
19901201,33208,Centro-Oeste,Residencial,263847.0,1573349
19901201,33208,Centro-Oeste,Rural,28370.0,0
19901201,33208,Nordeste,Comercial,303054.0,0
19901201,33208,Nordeste,Industrial,1506245.0,0
19901201,33208,Nordeste,Outros,303781.0,855330
19901201,33208,Nordeste,Residencial,567971.0,5797886
19901201,33208,Nordeste,Rural,97534.0,0
19901201,33208,Norte,Comercial,90812.0,0
19901201,33208,Norte,Industrial,523615.0,0
19901201,33208,Norte,Outros,85105.0,148386
19901201,33208,Norte,Residencial,175420.0,1070558
19901201,33208,Norte,Rural,2536.0,0
19901201,33208,Sudeste,Comercial,1266092.0,0
19901201,33208,Sudeste,Industrial,5272625.0,0
19901201,33208,Sudeste,Outros,1011606.0,2101413
19901201,33208,Sudeste,Residencial,2351419.0,13770499
19901201,33208,Sudeste,Rural,243130.0,0
19901201,33208,Sul,Comercial,298612.0,0
19901201,33208,Sul,Industrial,844952.0,0
19901201,33208,Sul,Outros,264981.0,1183976
19901201,33208,Sul,Residencial,620470.0,4167064
19901201,33208,Sul,Rural,205669.0,0
19910101,33239,Centro-Oeste,Comercial,139734.0,0
19910101,33239,Centro-Oeste,Industrial,141199.0,0
19910101,33239,Centro-Oeste,Outros,130677.0,283043
19910101,33239,Centro-Oeste,Residencial,280999.0,1583850
19910101,33239,Centro-Oeste,Rural,29868.0,0
19910101,33239,Nordeste,Comercial,296535.0,0
19910101,33239,Nordeste,Industrial,1472901.0,0
19910101,33239,Nordeste,Outros,324723.0,827923
19910101,33239,Nordeste,Residencial,624486.0,5825970
19910101,33239,Nordeste,Rural,88696.0,0
19910101,33239,Norte,Comercial,89572.0,0
19910101,33239,Norte,Industrial,532482.0,0
19910101,33239,Norte,Outros,85142.0,151970
19910101,33239,Norte,Residencial,185305.0,1080347
19910101,33239,Norte,Rural,2833.0,0
19910101,33239,Sudeste,Comercial,1306057.0,0
19910101,33239,Sudeste,Industrial,4636326.0,0
19910101,33239,Sudeste,Outros,1086032.0,2107708
19910101,33239,Sudeste,Residencial,2665424.0,13800789
19910101,33239,Sudeste,Rural,229979.0,0
19910101,33239,Sul,Comercial,316512.0,0
19910101,33239,Sul,Industrial,811301.0,0
19910101,33239,Sul,Outros,289619.0,1173413
19910101,33239,Sul,Residencial,665512.0,4182607
19910101,33239,Sul,Rural,282327.0,0
19910201,33270,Centro-Oeste,Comercial,131202.0,0
19910201,33270,Centro-Oeste,Industrial,131801.0,0
19910201,33270,Centro-Oeste,Outros,123046.0,283673
19910201,33270,Centro-Oeste,Residencial,265436.0,1592852
19910201,33270,Centro-Oeste,Rural,28978.0,0
19910201,33270,Nordeste,Comercial,286301.0,0
19910201,33270,Nordeste,Industrial,1398112.0,0
19910201,33270,Nordeste,Outros,308746.0,818099
19910201,33270,Nordeste,Residencial,600611.0,5760933
19910201,33270,Nordeste,Rural,78139.0,0
19910201,33270,Norte,Comercial,81176.0,0
19910201,33270,Norte,Industrial,494103.0,0
19910201,33270,Norte,Outros,81444.0,151171
19910201,33270,Norte,Residencial,174679.0,1085263
19910201,33270,Norte,Rural,2528.0,0
19910201,33270,Sudeste,Comercial,1288166.0,0
19910201,33270,Sudeste,Industrial,5085998.0,0
19910201,33270,Sudeste,Outros,1042369.0,2104976
19910201,33270,Sudeste,Residencial,2542767.0,13840320
19910201,33270,Sudeste,Rural,226003.0,0
19910201,33270,Sul,Comercial,313725.0,0
19910201,33270,Sul,Industrial,890454.0,0
19910201,33270,Sul,Outros,275931.0,1176153
19910201,33270,Sul,Residencial,653630.0,4200196
19910201,33270,Sul,Rural,312694.0,0
19910301,33298,Centro-Oeste,Comercial,130808.0,0
19910301,33298,Centro-Oeste,Industrial,135113.0,0
19910301,33298,Centro-Oeste,Outros,127970.0,285276
19910301,33298,Centro-Oeste,Residencial,242979.0,1601440
19910301,33298,Centro-Oeste,Rural,26157.0,0
19910301,33298,Nordeste,Comercial,274406.0,0
19910301,33298,Nordeste,Industrial,1440786.0,0
19910301,33298,Nordeste,Outros,302119.0,834856
19910301,33298,Nordeste,Residencial,576808.0,5865391
19910301,33298,Nordeste,Rural,75358.0,0
19910301,33298,Norte,Comercial,79051.0,0
19910301,33298,Norte,Industrial,413936.0,0
19910301,33298,Norte,Outros,84075.0,152167
19910301,33298,Norte,Residencial,165136.0,1090359
19910301,33298,Norte,Rural,2488.0,0
19910301,33298,Sudeste,Comercial,1199216.0,0
19910301,33298,Sudeste,Industrial,4557201.0,0
19910301,33298,Sudeste,Outros,1019384.0,2114024
19910301,33298,Sudeste,Residencial,2441140.0,13882265
19910301,33298,Sudeste,Rural,208701.0,0
19910301,33298,Sul,Comercial,306938.0,0
19910301,33298,Sul,Industrial,917196.0,0
19910301,33298,Sul,Outros,265801.0,1177282
19910301,33298,Sul,Residencial,627434.0,4209487
19910301,33298,Sul,Rural,276095.0,0
19910401,33329,Centro-Oeste,Comercial,144653.0,0
19910401,33329,Centro-Oeste,Industrial,152434.0,0
19910401,33329,Centro-Oeste,Outros,130728.0,287279
19910401,33329,Centro-Oeste,Residencial,271122.0,1609653
19910401,33329,Centro-Oeste,Rural,27101.0,0
19910401,33329,Nordeste,Comercial,282390.0,0
19910401,33329,Nordeste,Industrial,1459521.0,0
19910401,33329,Nordeste,Outros,322159.0,839468
19910401,33329,Nordeste,Residencial,557910.0,5889432
19910401,33329,Nordeste,Rural,69395.0,0
19910401,33329,Norte,Comercial,83722.0,0
19910401,33329,Norte,Industrial,414372.0,0
19910401,33329,Norte,Outros,83283.0,153419
19910401,33329,Norte,Residencial,169976.0,1096337
19910401,33329,Norte,Rural,2396.0,0
19910401,33329,Sudeste,Comercial,1253757.0,0
19910401,33329,Sudeste,Industrial,5042080.0,0
19910401,33329,Sudeste,Outros,1062381.0,2122707
19910401,33329,Sudeste,Residencial,2541512.0,13921972
19910401,33329,Sudeste,Rural,211851.0,0
19910401,33329,Sul,Comercial,320051.0,0
19910401,33329,Sul,Industrial,1058083.0,0
19910401,33329,Sul,Outros,264425.0,1179556
19910401,33329,Sul,Residencial,660585.0,4222237
19910401,33329,Sul,Rural,246206.0,0
19910501,33359,Centro-Oeste,Comercial,147582.0,0
19910501,33359,Centro-Oeste,Industrial,163764.0,0
19910501,33359,Centro-Oeste,Outros,133683.0,289232
19910501,33359,Centro-Oeste,Residencial,275797.0,1616966
19910501,33359,Centro-Oeste,Rural,33506.0,0
19910501,33359,Nordeste,Comercial,287580.0,0
19910501,33359,Nordeste,Industrial,1485016.0,0
19910501,33359,Nordeste,Outros,315798.0,843130
19910501,33359,Nordeste,Residencial,590173.0,5902731
19910501,33359,Nordeste,Rural,71646.0,0
19910501,33359,Norte,Comercial,83800.0,0
19910501,33359,Norte,Industrial,490903.0,0
19910501,33359,Norte,Outros,83291.0,154332
19910501,33359,Norte,Residencial,174243.0,1101383
19910501,33359,Norte,Rural,2319.0,0
19910501,33359,Sudeste,Comercial,1277891.0,0
19910501,33359,Sudeste,Industrial,5346550.0,0
19910501,33359,Sudeste,Outros,1081427.0,2129340
19910501,33359,Sudeste,Residencial,2561394.0,13943137
19910501,33359,Sudeste,Rural,240041.0,0
19910501,33359,Sul,Comercial,298278.0,0
19910501,33359,Sul,Industrial,1070298.0,0
19910501,33359,Sul,Outros,273719.0,1185103
19910501,33359,Sul,Residencial,651183.0,4233170
19910501,33359,Sul,Rural,200226.0,0
19910601,33390,Centro-Oeste,Comercial,141742.0,0
19910601,33390,Centro-Oeste,Industrial,170998.0,0
19910601,33390,Centro-Oeste,Outros,129195.0,291920
19910601,33390,Centro-Oeste,Residencial,273835.0,1624859
19910601,33390,Centro-Oeste,Rural,39179.0,0
19910601,33390,Nordeste,Comercial,277531.0,0
19910601,33390,Nordeste,Industrial,1540011.0,0
19910601,33390,Nordeste,Outros,309414.0,849229
19910601,33390,Nordeste,Residencial,591904.0,5921754
19910601,33390,Nordeste,Rural,73775.0,0
19910601,33390,Norte,Comercial,86874.0,0
19910601,33390,Norte,Industrial,530009.0,0
19910601,33390,Norte,Outros,84589.0,155895
19910601,33390,Norte,Residencial,181658.0,1105561
19910601,33390,Norte,Rural,2598.0,0
19910601,33390,Sudeste,Comercial,1241097.0,0
19910601,33390,Sudeste,Industrial,5572304.0,0
19910601,33390,Sudeste,Outros,1080959.0,2118900
19910601,33390,Sudeste,Residencial,2550311.0,13944481
19910601,33390,Sudeste,Rural,270971.0,0
19910601,33390,Sul,Comercial,298799.0,0
19910601,33390,Sul,Industrial,1079873.0,0
19910601,33390,Sul,Outros,283473.0,1189316
19910601,33390,Sul,Residencial,664008.0,4245840
19910601,33390,Sul,Rural,192061.0,0
19910701,33420,Centro-Oeste,Comercial,135892.0,0
19910701,33420,Centro-Oeste,Industrial,169218.0,0
19910701,33420,Centro-Oeste,Outros,132292.0,293970
19910701,33420,Centro-Oeste,Residencial,273953.0,1631604
19910701,33420,Centro-Oeste,Rural,45742.0,0
19910701,33420,Nordeste,Comercial,274163.0,0
19910701,33420,Nordeste,Industrial,1612354.0,0
19910701,33420,Nordeste,Outros,312245.0,853532
19910701,33420,Nordeste,Residencial,576623.0,5941675
19910701,33420,Nordeste,Rural,78873.0,0
19910701,33420,Norte,Comercial,87125.0,0
19910701,33420,Norte,Industrial,550884.0,0
19910701,33420,Norte,Outros,85149.0,157568
19910701,33420,Norte,Residencial,170481.0,1111676
19910701,33420,Norte,Rural,2777.0,0
19910701,33420,Sudeste,Comercial,1130936.0,0
19910701,33420,Sudeste,Industrial,5361990.0,0
19910701,33420,Sudeste,Outros,1044194.0,2150418
19910701,33420,Sudeste,Residencial,2384990.0,14020193
19910701,33420,Sudeste,Rural,280669.0,0
19910701,33420,Sul,Comercial,288222.0,0
19910701,33420,Sul,Industrial,1091094.0,0
19910701,33420,Sul,Outros,280479.0,1192889
19910701,33420,Sul,Residencial,640904.0,4258272
19910701,33420,Sul,Rural,185637.0,0
19910801,33451,Centro-Oeste,Comercial,128360.0,0
19910801,33451,Centro-Oeste,Industrial,168537.0,0
19910801,33451,Centro-Oeste,Outros,133009.0,294254
19910801,33451,Centro-Oeste,Residencial,267198.0,1637133
19910801,33451,Centro-Oeste,Rural,46923.0,0
19910801,33451,Nordeste,Comercial,268119.0,0
19910801,33451,Nordeste,Industrial,1630747.0,0
19910801,33451,Nordeste,Outros,309754.0,858808
19910801,33451,Nordeste,Residencial,563871.0,5957874
19910801,33451,Nordeste,Rural,84613.0,0
19910801,33451,Norte,Comercial,93670.0,0
19910801,33451,Norte,Industrial,553126.0,0
19910801,33451,Norte,Outros,86967.0,157599
19910801,33451,Norte,Residencial,182573.0,1114915
19910801,33451,Norte,Rural,2856.0,0
19910801,33451,Sudeste,Comercial,1237112.0,0
19910801,33451,Sudeste,Industrial,5844338.0,0
19910801,33451,Sudeste,Outros,1086642.0,2159114
19910801,33451,Sudeste,Residencial,2608285.0,14079781
19910801,33451,Sudeste,Rural,308535.0,0
19910801,33451,Sul,Comercial,296292.0,0
19910801,33451,Sul,Industrial,1078173.0,0
19910801,33451,Sul,Outros,276492.0,1197529
19910801,33451,Sul,Residencial,665198.0,4273005
19910801,33451,Sul,Rural,187379.0,0
19910901,33482,Centro-Oeste,Comercial,137987.0,0
19910901,33482,Centro-Oeste,Industrial,167832.0,0
19910901,33482,Centro-Oeste,Outros,130611.0,298352
19910901,33482,Centro-Oeste,Residencial,288894.0,1647510
19910901,33482,Centro-Oeste,Rural,48783.0,0
19910901,33482,Nordeste,Comercial,268862.0,0
19910901,33482,Nordeste,Industrial,1558073.0,0
19910901,33482,Nordeste,Outros,313054.0,864861
19910901,33482,Nordeste,Residencial,567760.0,5976123
19910901,33482,Nordeste,Rural,88569.0,0
19910901,33482,Norte,Comercial,89943.0,0
19910901,33482,Norte,Industrial,533727.0,0
19910901,33482,Norte,Outros,86897.0,159109
19910901,33482,Norte,Residencial,187740.0,1121433
19910901,33482,Norte,Rural,3004.0,0
19910901,33482,Sudeste,Comercial,1239080.0,0
19910901,33482,Sudeste,Industrial,5949252.0,0
19910901,33482,Sudeste,Outros,1089256.0,2173404
19910901,33482,Sudeste,Residencial,2561901.0,14137194
19910901,33482,Sudeste,Rural,328292.0,0
19910901,33482,Sul,Comercial,302692.0,0
19910901,33482,Sul,Industrial,1061159.0,0
19910901,33482,Sul,Outros,286342.0,1201844
19910901,33482,Sul,Residencial,664065.0,4290616
19910901,33482,Sul,Rural,193730.0,0
19911001,33512,Centro-Oeste,Comercial,139535.0,0
19911001,33512,Centro-Oeste,Industrial,165720.0,0
19911001,33512,Centro-Oeste,Outros,137813.0,300055
19911001,33512,Centro-Oeste,Residencial,288279.0,1653951
19911001,33512,Centro-Oeste,Rural,39190.0,0
19911001,33512,Nordeste,Comercial,282813.0,0
19911001,33512,Nordeste,Industrial,1636113.0,0
19911001,33512,Nordeste,Outros,317420.0,868572
19911001,33512,Nordeste,Residencial,587034.0,5967749
19911001,33512,Nordeste,Rural,96834.0,0
19911001,33512,Norte,Comercial,95381.0,0
19911001,33512,Norte,Industrial,556006.0,0
19911001,33512,Norte,Outros,89696.0,160549
19911001,33512,Norte,Residencial,188001.0,1130382
19911001,33512,Norte,Rural,3054.0,0
19911001,33512,Sudeste,Comercial,1229957.0,0
19911001,33512,Sudeste,Industrial,5668255.0,0
19911001,33512,Sudeste,Outros,1059896.0,2187681
19911001,33512,Sudeste,Residencial,2547396.0,14159318
19911001,33512,Sudeste,Rural,296190.0,0
19911001,33512,Sul,Comercial,305077.0,0
19911001,33512,Sul,Industrial,1038322.0,0
19911001,33512,Sul,Outros,280388.0,1208920
19911001,33512,Sul,Residencial,659301.0,4303850
19911001,33512,Sul,Rural,197723.0,0
19911101,33543,Centro-Oeste,Comercial,148486.0,0
19911101,33543,Centro-Oeste,Industrial,164045.0,0
