Data,DataExcel,Regiao,Sistema,Classe,TipoConsumidor,Consumo,Consumidores,DataVersao
20221201,2022-12-01,Nordeste,NORDESTE,Comercial,Cativo,849279.0909999999,1282343,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Comercial,Livre,336126.655,2305,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Industrial,Cativo,207654.432,31626,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Industrial,Livre,1512081.765,1094,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Outros,Cativo,805351.363,252636,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Outros,Livre,102005.349,168,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Residencial,Cativo,2458424.237,18860386,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Rural,Cativo,382963.844,1209189,2025-07-21
20221201,2022-12-01,Nordeste,NORDESTE,Rural,Livre,4330.5509999999995,26,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Comercial,Cativo,64730.697,58956,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Comercial,Livre,36061.823,247,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Industrial,Cativo,13958.302,2575,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Industrial,Livre,399997.412,49,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Outros,Cativo,111982.958,37136,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Outros,Livre,313.823,3,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Residencial,Cativo,379815.341,2454954,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Rural,Cativo,23768.822,122813,2025-07-21
20221201,2022-12-01,Nordeste,NORTE INTERLIGADO,Rural,Livre,967.841,2,2025-07-21
20221201,2022-12-01,Nordeste,SISTEMAS ISOLADOS,Comercial,Cativo,967.0,274,2025-07-21
20221201,2022-12-01,Nordeste,SISTEMAS ISOLADOS,Industrial,Cativo,20.0,3,2025-07-21
20221201,2022-12-01,Nordeste,SISTEMAS ISOLADOS,Outros,Cativo,480.0,104,2025-07-21
20221201,2022-12-01,Nordeste,SISTEMAS ISOLADOS,Residencial,Cativo,838.0,681,2025-07-21
20221201,2022-12-01,Nordeste,SISTEMAS ISOLADOS,Rural,Cativo,7.0,6,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Comercial,Cativo,257443.762,261870,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Comercial,Livre,97317.65699999999,564,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Industrial,Cativo,64685.029,6907,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Industrial,Livre,1295778.836,383,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Outros,Cativo,201656.85100000002,37762,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Outros,Livre,27937.285,139,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Residencial,Cativo,676490.951,3750869,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Rural,Cativo,44976.648,231353,2025-07-21
20221201,2022-12-01,Norte,NORTE INTERLIGADO,Rural,Livre,2354.027,16,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Comercial,Cativo,44975.681,49969,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Industrial,Cativo,7946.665000000001,1325,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Industrial,Livre,4674.0,1,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Outros,Cativo,43416.700000000004,13660,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Residencial,Cativo,129911.16,618127,2025-07-21
20221201,2022-12-01,Norte,SISTEMAS ISOLADOS,Rural,Cativo,9961.911999999998,50873,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Cativo,72541.22899999999,66782,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Livre,10253.193,86,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Cativo,24979.203,2621,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Livre,20453.997,31,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Outros,Cativo,53236.43199999999,8082,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Residencial,Cativo,183289.781,700440,2025-07-21
20221201,2022-12-01,Norte,SUDESTE / CENTRO - OESTE,Rural,Cativo,35241.57,131096,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,2695217.674,2748933,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,1492569.5690000001,10143,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,777888.8169999999,142747,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,6906345.073,5777,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,1579065.4840000004,284477,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Livre,339564.672,461,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,6315761.034000001,35223103,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Livre,376.553,1,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,532161.075,1093262,2025-07-21
20221201,2022-12-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Livre,124454.625,138,2025-07-21
20221201,2022-12-01,Sul,SUL,Comercial,Cativo,1032531.7629999999,1110749,2025-07-21
20221201,2022-12-01,Sul,SUL,Comercial,Livre,450389.957,3618,2025-07-21
20221201,2022-12-01,Sul,SUL,Industrial,Cativo,497326.544,224973,2025-07-21
20221201,2022-12-01,Sul,SUL,Industrial,Livre,2315083.2060000002,3573,2025-07-21
20221201,2022-12-01,Sul,SUL,Outros,Cativo,527689.456,124691,2025-07-21
20221201,2022-12-01,Sul,SUL,Outros,Livre,21620.167,84,2025-07-21
20221201,2022-12-01,Sul,SUL,Residencial,Cativo,2282810.546,11187764,2025-07-21
20221201,2022-12-01,Sul,SUL,Rural,Cativo,637163.6440000001,901721,2025-07-21
20221201,2022-12-01,Sul,SUL,Rural,Livre,242214.381,194,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,489699.585,509438,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,172988.23,1181,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,109776.301,33916,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,764447.639,613,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,382847.704,62662,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Livre,15953.609,89,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,1203483.795,6137688,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,320273.396,507096,2025-07-21
20221101,2022-11-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Livre,13312.929999999998,37,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Comercial,Cativo,854841.1070000001,1276985,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Comercial,Livre,319595.609,2248,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Industrial,Cativo,212939.375,31689,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Industrial,Livre,1555586.6809999996,1065,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Outros,Cativo,822789.3869999999,252437,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Outros,Livre,85498.49799999999,168,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Residencial,Cativo,2428472.616,18767121,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Rural,Cativo,509896.593,1212356,2025-07-21
20221101,2022-11-01,Nordeste,NORDESTE,Rural,Livre,4569.926,26,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Comercial,Cativo,64896.741,59119,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Comercial,Livre,34795.987,243,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Industrial,Cativo,14015.619,2584,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Industrial,Livre,361537.539,49,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Outros,Cativo,108758.59899999999,36856,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Outros,Livre,306.416,3,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Residencial,Cativo,378045.05,2450134,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Rural,Cativo,25177.052,122898,2025-07-21
20221101,2022-11-01,Nordeste,NORTE INTERLIGADO,Rural,Livre,997.254,2,2025-07-21
20221101,2022-11-01,Nordeste,SISTEMAS ISOLADOS,Comercial,Cativo,983.0,272,2025-07-21
20221101,2022-11-01,Nordeste,SISTEMAS ISOLADOS,Industrial,Cativo,20.0,3,2025-07-21
20221101,2022-11-01,Nordeste,SISTEMAS ISOLADOS,Outros,Cativo,829.0,104,2025-07-21
20221101,2022-11-01,Nordeste,SISTEMAS ISOLADOS,Residencial,Cativo,888.0,681,2025-07-21
20221101,2022-11-01,Nordeste,SISTEMAS ISOLADOS,Rural,Cativo,8.0,6,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Comercial,Cativo,264067.194,261457,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Comercial,Livre,95788.15,567,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Industrial,Cativo,74269.269,6943,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Industrial,Livre,1266489.769,377,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Outros,Cativo,208724.249,37825,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Outros,Livre,27892.758,137,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Residencial,Cativo,677571.576,3731711,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Rural,Cativo,49061.17600000001,232363,2025-07-21
20221101,2022-11-01,Norte,NORTE INTERLIGADO,Rural,Livre,2520.5,15,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Comercial,Cativo,46352.737,50342,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Industrial,Cativo,8503.894,1334,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Industrial,Livre,4500.0,1,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Outros,Cativo,48619.615,13788,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Residencial,Cativo,133885.95,611824,2025-07-21
20221101,2022-11-01,Norte,SISTEMAS ISOLADOS,Rural,Cativo,12131.344,62739,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Cativo,70205.417,66411,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Livre,9755.879,82,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Cativo,25345.261,2573,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Livre,18395.710000000003,31,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Outros,Cativo,56492.09,8010,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Residencial,Cativo,170615.55800000002,695821,2025-07-21
20221101,2022-11-01,Norte,SUDESTE / CENTRO - OESTE,Rural,Cativo,32292.365999999998,130093,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,2602421.822,2741916,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,1399443.868,9976,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,802971.59,142946,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,7235262.683,5743,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,1533083.486,282262,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Livre,330358.893,458,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,5951510.401,35151532,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Livre,423.968,1,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,589126.723,1097214,2025-07-21
20221101,2022-11-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Livre,136751.307,139,2025-07-21
20221101,2022-11-01,Sul,SUL,Comercial,Cativo,913534.136,1109782,2025-07-21
20221101,2022-11-01,Sul,SUL,Comercial,Livre,398639.168,3572,2025-07-21
20221101,2022-11-01,Sul,SUL,Industrial,Cativo,496868.475,224793,2025-07-21
20221101,2022-11-01,Sul,SUL,Industrial,Livre,2453281.664,3532,2025-07-21
20221101,2022-11-01,Sul,SUL,Outros,Cativo,520751.4040000001,124291,2025-07-21
20221101,2022-11-01,Sul,SUL,Outros,Livre,21224.531,83,2025-07-21
20221101,2022-11-01,Sul,SUL,Residencial,Cativo,2004807.314,11153299,2025-07-21
20221101,2022-11-01,Sul,SUL,Rural,Cativo,537441.155,903373,2025-07-21
20221101,2022-11-01,Sul,SUL,Rural,Livre,233800.182,194,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,500671.87899999996,508931,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,173858.954,1149,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,117257.06400000001,34197,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,775806.6129999999,640,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,383027.76200000005,61048,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Livre,15780.938,77,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,1216585.738,6114537,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,340164.375,505775,2025-07-21
20221001,2022-10-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Livre,15740.195,37,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Comercial,Cativo,813683.096,1275562,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Comercial,Livre,314070.10799999995,2177,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Industrial,Cativo,218319.96099999995,31832,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Industrial,Livre,1634454.764,1058,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Outros,Cativo,799539.315,251693,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Outros,Livre,99402.727,167,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Residencial,Cativo,2279963.8219999997,18724958,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Rural,Cativo,510353.5570000001,1217703,2025-07-21
20221001,2022-10-01,Nordeste,NORDESTE,Rural,Livre,4449.021000000001,26,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Comercial,Cativo,66110.505,58684,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Comercial,Livre,35801.524,234,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Industrial,Cativo,14785.72,2577,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Industrial,Livre,336299.364,49,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Outros,Cativo,112121.11300000001,36673,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Outros,Livre,322.037,3,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Residencial,Cativo,372212.636,2447666,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Rural,Cativo,29423.598,123179,2025-07-21
20221001,2022-10-01,Nordeste,NORTE INTERLIGADO,Rural,Livre,896.181,2,2025-07-21
20221001,2022-10-01,Nordeste,SISTEMAS ISOLADOS,Comercial,Cativo,989.0,270,2025-07-21
20221001,2022-10-01,Nordeste,SISTEMAS ISOLADOS,Industrial,Cativo,121.0,3,2025-07-21
20221001,2022-10-01,Nordeste,SISTEMAS ISOLADOS,Outros,Cativo,414.0,105,2025-07-21
20221001,2022-10-01,Nordeste,SISTEMAS ISOLADOS,Residencial,Cativo,1024.0,682,2025-07-21
20221001,2022-10-01,Nordeste,SISTEMAS ISOLADOS,Rural,Cativo,7.0,6,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Comercial,Cativo,279561.656,262389,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Comercial,Livre,99654.12,557,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Industrial,Cativo,77446.74799999999,6952,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Industrial,Livre,1270336.2110000001,374,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Outros,Cativo,220248.898,37918,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Outros,Livre,29010.252,129,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Residencial,Cativo,720131.976,3730269,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Rural,Cativo,53260.630000000005,235804,2025-07-21
20221001,2022-10-01,Norte,NORTE INTERLIGADO,Rural,Livre,2971.1530000000002,15,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Comercial,Cativo,48569.461,50351,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Industrial,Cativo,8173.420999999999,1329,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Industrial,Livre,3882.0,1,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Outros,Cativo,50878.11399999998,13803,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Residencial,Cativo,140944.121,609561,2025-07-21
20221001,2022-10-01,Norte,SISTEMAS ISOLADOS,Rural,Cativo,12111.905999999999,62943,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Cativo,73495.189,66274,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Comercial,Livre,9876.543,80,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Cativo,26992.688,2514,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Industrial,Livre,19479.978,31,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Outros,Cativo,55674.726,7859,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Residencial,Cativo,183074.06100000002,692536,2025-07-21
20221001,2022-10-01,Norte,SUDESTE / CENTRO - OESTE,Rural,Cativo,35520.397,130099,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,2443705.0149999997,2738778,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,1373403.6150000002,9866,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,799777.3189999999,143163,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,7439584.679999999,5701,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,1530435.3399999996,281583,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Outros,Livre,334515.58,453,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,5754784.151000001,35108699,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Residencial,Livre,414.056,1,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,697767.7179999999,1107307,2025-07-21
20221001,2022-10-01,Sudeste,SUDESTE / CENTRO - OESTE,Rural,Livre,121903.531,137,2025-07-21
20221001,2022-10-01,Sul,SUL,Comercial,Cativo,859911.7139999999,1108338,2025-07-21
20221001,2022-10-01,Sul,SUL,Comercial,Livre,388838.402,3529,2025-07-21
20221001,2022-10-01,Sul,SUL,Industrial,Cativo,504268.354,224456,2025-07-21
20221001,2022-10-01,Sul,SUL,Industrial,Livre,2465129.0249999994,3491,2025-07-21
20221001,2022-10-01,Sul,SUL,Outros,Cativo,498992.652,123903,2025-07-21
20221001,2022-10-01,Sul,SUL,Outros,Livre,20555.186,78,2025-07-21
20221001,2022-10-01,Sul,SUL,Residencial,Cativo,1936081.7360000003,11121596,2025-07-21
20221001,2022-10-01,Sul,SUL,Rural,Cativo,518074.95700000005,905650,2025-07-21
20221001,2022-10-01,Sul,SUL,Rural,Livre,226042.626,191,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Cativo,489986.54500000004,508891,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Comercial,Livre,148921.175,1131,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Cativo,127780.23,34063,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Industrial,Livre,796264.464,637,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Cativo,389774.644,62165,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Outros,Livre,15277.498,75,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Residencial,Cativo,1182929.1060000001,6104000,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Cativo,365520.054,504805,2025-07-21
20220901,2022-09-01,Centro-Oeste,SUDESTE / CENTRO - OESTE,Rural,Livre,19325.413,36,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Comercial,Cativo,805713.467,1271919,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Comercial,Livre,292445.816,2147,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Industrial,Cativo,230347.353,31873,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Industrial,Livre,1576485.5050000004,1043,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Outros,Cativo,777056.413,251793,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Outros,Livre,103880.287,166,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Residencial,Cativo,2238969.389,18668562,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Rural,Cativo,470926.325,1222971,2025-07-21
20220901,2022-09-01,Nordeste,NORDESTE,Rural,Livre,4296.62,25,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Comercial,Cativo,66548.355,58722,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Comercial,Livre,34266.956,230,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Industrial,Cativo,15687.459,2572,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Industrial,Livre,289206.44,48,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Outros,Cativo,109822.458,36591,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Outros,Livre,312.144,3,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Residencial,Cativo,374619.123,2444283,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Rural,Cativo,29240.158,123368,2025-07-21
20220901,2022-09-01,Nordeste,NORTE INTERLIGADO,Rural,Livre,879.397,2,2025-07-21
20220901,2022-09-01,Nordeste,SISTEMAS ISOLADOS,Comercial,Cativo,901.0,271,2025-07-21
20220901,2022-09-01,Nordeste,SISTEMAS ISOLADOS,Industrial,Cativo,18.0,3,2025-07-21
20220901,2022-09-01,Nordeste,SISTEMAS ISOLADOS,Outros,Cativo,265.0,104,2025-07-21
20220901,2022-09-01,Nordeste,SISTEMAS ISOLADOS,Residencial,Cativo,805.0,681,2025-07-21
20220901,2022-09-01,Nordeste,SISTEMAS ISOLADOS,Rural,Cativo,7.0,6,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Comercial,Cativo,280927.933,261274,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Comercial,Livre,97560.48199999999,555,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Industrial,Cativo,76431.862,6936,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Industrial,Livre,1246902.208,366,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Outros,Cativo,217539.924,37940,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Outros,Livre,26581.908000000003,122,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Residencial,Cativo,722439.3049999999,3714230,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Rural,Cativo,56038.762,237481,2025-07-21
20220901,2022-09-01,Norte,NORTE INTERLIGADO,Rural,Livre,2957.014,15,2025-07-21
20220901,2022-09-01,Norte,SISTEMAS ISOLADOS,Comercial,Cativo,47833.80000000001,50263,2025-07-21
20220901,2022-09-01,Norte,SISTEMAS ISOLADOS,Industrial,Cativo,8283.884,1326,2025-07-21
20220901,2022-09-01,Norte,SISTEMAS ISOLADOS,Industrial,Livre,4755.0,1,2025-07-21
20220901,2022-09-01,Norte,SISTEMAS ISOLADOS,Outros,Cativo,51418.558999999994,13796,2025-07-21
20220901,2022-09-01,Norte,SISTEMAS ISOLADOS,Residencial,Cativo,133195.154,606494,2025-07-21
